"seen_total","question_6_pre","question_2_pre","question_4_pre","question_1_pre","question_3_pre","question_5_pre","engagement","survey_type","quiz_answer","engagement_1","engagement_3","engagement_2","question_2_post","question_3_post","question_5_post","question_6_post","question_1_post","question_4_post","demo_gender","demo_age","demo_asked","demo_school","demo_media","last.seen"
6,"5","7","6","4","4","5",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 21:52:08"
5,"1","1","1","1","7","1",0,"days","A","","","","1","1","","1","1","1","","",NA,"","","2021-05-09 21:51:58"
0,"1","1","6","1","7","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 21:48:47"
4,"7","","7","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:46:17"
6,"1","1","3","1","6","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 21:45:50"
6,"5","2","4","5","2","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 21:45:11"
0,"4","4","4","4","4","4",1,"continuous","C","Yes","Yes","Yes","4","4","4","2","4","4","Male","18-29",1,"D","B","2021-05-09 21:40:23"
3,"","","4","2","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:38:53"
1,"","7","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:36:45"
1,"4","4","6","1","6","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:36:09"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:35:10"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:34:14"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:33:54"
1,"2","1","1","1","7","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:30:13"
6,"5","4","5","5","2","4",1,"continuous","no thinks","Yes","","Yes","","","","","","","","",NA,"","","2021-05-09 21:27:24"
4,"6","6","","","4","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:26:20"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:24:51"
6,"6","2","6","6","6","6",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 21:22:14"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:21:11"
2,"7","","","7","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:20:14"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:19:15"
0,"7","7","","7","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:18:19"
6,"6","4","4","6","1","6",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 21:16:06"
2,"","","1","","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:16:01"
4,"","2","6","","6","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:13:58"
0,"2","2","1","7","1","5",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 21:10:54"
1,"","","4","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:10:14"
5,"","4","4","2","4","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:08:29"
5,"1","1","1","1","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:08:19"
3,"4","5","","","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:08:16"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:06:36"
4,"7","","1","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:05:02"
6,"2","1","1","1","6","3",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 21:03:02"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:02:48"
2,"","7","","","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 21:02:35"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:57:31"
5,"7","7","7","7","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:55:14"
5,"5","1","1","7","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:53:56"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:51:18"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:50:10"
6,"5","4","2","4","4","6",1,"continuous","B","Yes","Yes","Yes","2","7","5","4","1","2","Female","30-44",1,"B","B","2021-05-09 20:49:55"
1,"7","6","6","3","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:48:49"
5,"4","","4","1","7","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:47:36"
1,"1","5","4","7","1","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:47:29"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:46:12"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:46:05"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:39:49"
1,"","","","4","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:38:50"
2,"","","","","6","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:38:15"
1,"","","","","","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:37:45"
4,"4","1","1","","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:36:32"
6,"1","1","1","1","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 20:36:09"
2,"","7","7","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:35:48"
6,"7","7","7","5","6","7",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 20:35:23"
6,"2","1","1","1","3","6",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 20:34:18"
5,"","1","1","5","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:34:10"
2,"","","1","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:33:07"
0,"2","","","","2","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:30:46"
6,"1","1","1","1","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 20:30:01"
6,"7","1","3","7","7","7",1,"days","A","Ok","","Yes","","","","","","","","",NA,"","","2021-05-09 20:28:53"
6,"1","1","5","5","3","2",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 20:28:52"
3,"2","5","","","5","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:28:33"
6,"1","1","1","1","1","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 20:28:04"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:27:39"
6,"3","1","3","1","5","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 20:25:48"
2,"","","","1","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:24:11"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:22:37"
6,"4","4","1","7","1","4",1,"continuous","B","Yes","Yes","Yes","1","1","1","2","4","4","Male","Over 65",1,"B","C","2021-05-09 20:21:27"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:21:16"
6,"1","2","2","1","1","1",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 20:19:55"
5,"7","5","7","7","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:17:34"
2,"","7","","","7","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:16:00"
0,"1","1","1","1","5","1",1,"continuous","A","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-09 20:15:29"
5,"","7","4","7","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:12:12"
6,"1","7","2","1","1","1",1,"continuous","C","Yes","Yes","Yes","3","7","1","3","7","2","Male","Over 65",1,"D","D","2021-05-09 20:12:06"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:12:01"
6,"3","2","2","3","4","4",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 20:10:43"
2,"","5","5","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:09:21"
1,"","","7","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:06:35"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:06:17"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:05:53"
5,"2","3","1","1","","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:04:45"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:04:35"
3,"7","7","6","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:03:05"
2,"6","","","","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:02:47"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 20:01:30"
6,"7","7","7","7","7","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 19:59:49"
5,"7","","1","1","6","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:59:29"
6,"2","1","1","3","1","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 19:59:08"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:58:24"
6,"6","6","4","6","6","6",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 19:57:44"
6,"3","1","1","3","1","1",0,"days","A","","","","1","1","3","3","1","1","Male","45-65",1,"D","C","2021-05-09 19:55:19"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:55:14"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:54:57"
5,"7","7","6","7","","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:53:10"
0,"4","2","2","5","5","4",1,"continuous","B","Yes","i have to let you know i am totally against any climate accords that standards are not equal. We could go 100% green tomorrow and if India and China continued at their current emissions rate it would make no significant improvement on climate","Yes","","","","","","","","",NA,"","","2021-05-09 19:49:53"
6,"3","3","4","7","1","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 19:49:51"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:48:20"
5,"4","4","4","","4","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:47:55"
5,"","6","7","7","1","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:46:23"
3,"","","5","","5","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:46:06"
2,"4","3","5","7","4","",1,"continuous","D","Yes","Yes","Yes","","","","5","6","","","",NA,"","","2021-05-09 19:45:32"
6,"7","7","7","7","7","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 19:44:28"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:41:45"
6,"7","7","1","1","5","3",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 19:41:35"
6,"1","1","1","1","3","2",0,"days","Lol is this your self critique over global warming?","","","","1","1","1","1","","1","","",NA,"","","2021-05-09 19:38:19"
6,"1","6","1","4","5","5",0,"days","","","","","","","","","","","","",NA,"","","2021-05-09 19:36:34"
6,"4","2","3","3","1","2",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 19:35:40"
5,"2","2","1","3","","2",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:35:29"
6,"4","7","7","1","7","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 19:35:26"
3,"1","1","1","","This is dumb, I’m out","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:34:07"
1,"","","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:33:57"
6,"5","6","4","4","3","2",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 19:33:50"
6,"1","1","1","3","1","1",0,"days","There needs to be a fifth option ! NONE!","","","","1","1","7","1","7","7","","",NA,"","","2021-05-09 19:30:55"
3,"3","1","1","2","1","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:29:38"
5,"1","1","1","7","1","1",1,"continuous","B","Yes","No","Yes","1","1","1","","7","1","","",NA,"","","2021-05-09 19:29:31"
4,"no not on messager","","6","7","7","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:29:17"
1,"","https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX_XXVBI&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=762f0f3ec6b694b2c5bdea332122eb5b&oe=60BE8049","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:27:12"
3,"4","4","4","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:25:07"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:24:40"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:24:07"
6,"7","6","1","1","7","4",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 19:22:14"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:21:19"
5,"4","","1","6","3","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:21:08"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:18:08"
0,"1","1","1","3","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 19:17:52"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:17:05"
5,"3","3","6","3","3","3",0,"continuous","A","","","","3","3","3","3","3","","","",NA,"","","2021-05-09 19:14:10"
4,"7","7","","","1","3",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:13:38"
0,"1","1","1","1","1","2",1,"continuous","","Yes","","No","","","","","","","","",NA,"","","2021-05-09 19:12:11"
6,"6","6","6","2","2","7",1,"days","We have psychology backgrounds.","Yes","","No","","","","","","","","",NA,"","","2021-05-09 19:12:03"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:11:45"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:08:45"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:06:54"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:06:16"
1,"","","","","","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:05:24"
2,"3","","","","3","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:02:36"
2,"","1","","","1","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 19:02:30"
6,"7","7","7","7","5","5",0,"continuous","A","","","","1","1","1","1","1","1","Male","45-65",1,"C","B","2021-05-09 19:01:02"
5,"6","6","7","","6","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:57:34"
5,"7","","1","1","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:53:41"
2,"4","3","1","1","2","1",1,"continuous","C","No","No","Yes","1","","","1","","","","",NA,"","","2021-05-09 18:52:48"
2,"","","","6","6","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:51:53"
6,"5","2","5","2","4","3",0,"continuous","","","","","","","","","","","","",NA,"","","2021-05-09 18:51:40"
0,"1","1","1","7","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 18:49:38"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:48:39"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:47:22"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:47:05"
6,"4","2","6","7","4","4",1,"continuous","B","Yes","Yes","Yes","1","2","2","2","2","2","Male","Over 65",1,"D","D","2021-05-09 18:45:20"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:43:42"
6,"4","1","3","4","1","5",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 18:40:57"
5,"7","7","7","","7","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:40:40"
0,"7","4","7","6","3","6",1,"continuous","B","Yes","Yes","Yes","","","","","","","","",NA,"","","2021-05-09 18:39:14"
6,"4","4","4","6","6","4",0,"continuous","A","","","","6","6","4","6","6","6","Male","Over 65",1,"C","B","2021-05-09 18:38:11"
4,"3","","","7","1","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:37:19"
5,"7","7","1","","1","4",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:37:00"
1,"","","","","","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:29:28"
4,"","","1","2","2","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:29:01"
6,"7","4","4","1","5","7",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 18:28:59"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:27:48"
5,"5","1","","7","1","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:26:05"
5,"5","1","","1","1","5",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:24:17"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:21:46"
2,"","","3","3","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:21:27"
6,"6","1","1","6","3","1",1,"continuous","","No","","No","","","","","","","","",NA,"","","2021-05-09 18:19:14"
6,"1","1","4","2","1","1",1,"days","","","","","","","","","","","","",NA,"","","2021-05-09 18:18:33"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:18:08"
4,"1","","1","","1","1",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:17:08"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:16:43"
1,"7","7","1","1","7","6",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:11:46"
1,"","7","7","1","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:11:12"
2,"3","","1","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:09:39"
3,"1","","","7","","7",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:07:23"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:05:20"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:03:57"
NA,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:02:05"
4,"","1","7","1","4","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:02:03"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:01:27"
0,"","","","","","",NA,"","","","","","","","","","","","","",NA,"","","2021-05-09 18:00:30"
