seen_total,last seen,survey_type,engagement,engagement_1,engagement_2,engagement_3,quiz_answer,demo_gender,demo_age,demo_asked,demo_school,demo_media,question_2_pre,question_6_pre,question_4_pre,question_1_pre,question_3_pre,question_5_pre,question_2_post,question_3_post,question_6_post,question_5_post,question_1_post,question_4_post
2,2021-05-10 11:30:38,,,,,,,,,,,,,7,,,1,,,,,,,
3,2021-05-10 11:27:50,continuous,0,,,,D,,,,,,6,7,7,7,7,7,7,,7,,7,
6,2021-05-10 11:25:57,continuous,0,,,,A,Male,45-65,1,B,C,6,7,6,7,7,6,6,1,6,2,4,6
4,2021-05-10 11:25:15,,,,,,,,,,,,,4,4,,7,4,,,,,,
4,2021-05-10 11:21:41,,,,,,,,,,,,,1,1,,1,1,,,,,,
1,2021-05-10 11:19:02,,,,,,,,,,,,,,7,,,,,,,,,
1,2021-05-10 11:19:00,,,,,,,,,,,,1,4,2,1,7,2,,,,,,
6,2021-05-10 11:16:57,days,0,,,,,,,,,,6,6,6,6,6,6,,,,,,
"",2021-05-10 11:15:46,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 11:12:57,continuous,0,,,,,,,,,,1,3,4,1,5,2,,,,,,
"",2021-05-10 11:10:42,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 11:09:53,continuous,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-10 11:09:15,continuous,0,,,,,,,,,,2,2,2,2,7,4,,,,,,
2,2021-05-10 11:06:44,,,,,,,,,,,,,,1,,,3,,,,,,
3,2021-05-10 11:06:43,,,,,,,,,,,,,1,,5,5,,,,,,,
"",2021-05-10 11:05:40,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-10 11:05:11,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 11:02:22,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 10:56:53,continuous,1,Yes,Yes,,,,,,,,7,1,7,7,1,7,,,,,,
6,2021-05-10 10:52:23,continuous,0,,,,,,,,,,7,6,7,5,3,4,,,,,,
3,2021-05-10 10:46:40,continuous,1,Yes,Yes,Yes,A,,,,,,1,4,3,1,6,6,1,,2,5,,
6,2021-05-10 10:46:18,days,0,,,,,,,,,,1,4,1,1,1,2,,,,,,
"",2021-05-10 10:44:48,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 10:43:53,,,,,,,,,,,,1,,1,1,1,1,,,,,,
4,2021-05-10 10:42:16,,,,,,,,,,,,1,,5,,1,1,,,,,,
6,2021-05-10 10:32:24,continuous,0,,,,,,,,,,4,5,4,6,2,4,,,,,,
"",2021-05-10 10:24:56,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 10:23:16,continuous,1,Yes,No,Yes,A,Male,45-65,1,C,A,1,4,7,1,7,7,1,1,7,4,1,1
5,2021-05-10 10:13:24,days,1,ok,No,Yes,D,,,,,,1,5,5,2,5,5,2,,5,1,1,4
2,2021-05-10 10:12:11,,,,,,,,,,,,3,,3,,,,,,,,,
4,2021-05-10 10:11:15,,,,,,,,,,,,6,4,4,,,4,,,,,,
2,2021-05-10 10:04:09,,,,,,,,,,,,,1,5,1,7,7,,,,,,
"",2021-05-10 09:51:02,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 09:48:06,days,0,,,,,,,,,,3,4,4,7,1,1,,,,,,
6,2021-05-10 09:42:25,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-10 09:40:50,days,0,,,,,,,,,,6,5,7,7,4,7,,,,,,
1,2021-05-10 09:39:28,,,,,,,,,,,,,,6,,,,,,,,,
"",2021-05-10 09:37:30,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 09:34:07,days,1,,,,,,,,,,7,7,7,7,7,7,,,,,,
4,2021-05-10 09:26:28,,,,,,,,,,,,1,,2,2,1,,,,,,,
0,2021-05-10 09:22:29,days,0,,,,,,,,,,7,7,6,5,5,3,,,STOP,,,
0,2021-05-10 09:07:55,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 09:07:10,days,0,,,,,,,,,,4,5,4,5,3,3,,,,,,
5,2021-05-10 09:01:58,,,,,,,,,,,,5,6,,2,5,6,,,,,,
0,2021-05-10 08:57:40,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-10 08:48:11,,,,,,,,,,,,,1,,,,1,,,,,,
6,2021-05-10 08:39:44,continuous,1,Yes,,,,,,,,,6,6,6,6,6,6,,,,,,
"",2021-05-10 08:38:18,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 08:37:31,days,1,,,,,,,,,,1,5,4,1,7,1,,,,,,
3,2021-05-10 08:32:25,,,,,,,,,,,,,,3,4,,1,,,,,,
2,2021-05-10 08:29:33,,,,,,,,,,,,,,,1,,1,,,,,,
0,2021-05-10 08:16:42,continuous,1,Yes,Yes,Yes,C,,,,,,1,,5,3,4,5,,,,,,
0,2021-05-10 08:01:44,continuous,1,Yes,Yes,Yes,B,,,,,,1,3,4,1,1,1,,,,,,obviously common sense is not so common .
6,2021-05-10 08:00:11,continuous,0,,,,,,,,,,7,7,7,7,1,7,,,,,,
6,2021-05-10 07:58:34,days,1,,,,,,,,,,1,3,7,2,1,3,,,,,,
5,2021-05-10 07:55:16,,,,,,,,,,,,5,4,5,6,5,,,,,,,
0,2021-05-10 07:55:00,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-10 07:53:08,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-10 07:44:57,continuous,1,Yes,Yes,Yes,A,,,,,,1,1,1,1,6,1,,6,,,,
6,2021-05-10 07:42:15,days,1,,,,,,,,,,3,5,3,5,3,3,,,,,,
5,2021-05-10 07:35:08,,,,,,,,,,,,,1,1,7,1,1,,,,,,
0,2021-05-10 07:22:40,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 07:17:35,,,,,,,,,,,,1,1,1,1,,1,,,,,,
6,2021-05-10 07:05:14,continuous,1,Yes,Yes,,,,,,,,2,2,2,3,3,3,,,,,,
0,2021-05-10 07:01:23,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 06:59:10,days,1,,,,,,,,,,5,5,5,7,5,6,,,,,,
0,2021-05-10 06:51:39,,,,,,,,,,,,1,,,,1,1,,,,,,
4,2021-05-10 06:47:22,,,,,,,,,,,,7,7,7,,7,,,,,,,
6,2021-05-10 06:43:47,days,1,,,,,,,,,,1,7,7,7,1,4,,,,,,
5,2021-05-10 06:42:25,,,,,,,,,,,,1,1,1,,1,4,,,,,,
2,2021-05-10 06:36:19,,,,,,,,,,,,,,1,4,,,,,,,,
1,2021-05-10 06:33:51,,,,,,,,,,,,,,,1,,,,,,,,
2,2021-05-10 06:30:13,,,,,,,,,,,,,,,6,6,,,,,,,
4,2021-05-10 06:29:13,continuous,1,Yes,Yes,Yes,A,,,,,,1,5,2,5,3,4,1,,2,2,,1
4,2021-05-10 06:28:14,,,,,,,,,,,,,2,2,7,3,2,,,,,,
6,2021-05-10 06:27:23,days,1,,,,,,,,,,7,7,7,1,7,1,,,,,,
1,2021-05-10 06:23:58,,,,,,,,,,,,,3,,,,,,,,,,
"",2021-05-10 06:20:09,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-10 06:19:48,,,,,,,,,,,,,2,2,6,3,,,,,,,
6,2021-05-10 06:13:32,days,1,Yes,Yes,Yes,A,Female,45-65,1,D,B,1,4,4,1,5,1,1,4,4,2,1,1
5,2021-05-10 06:11:17,,,,,,,,,,,,,7,7,7,7,7,,,,,,
5,2021-05-10 06:11:08,,,,,,,,,,,,7,4,,1,7,5,,,,,,
1,2021-05-10 06:08:49,,,,,,,,,,,,,,7,,,,,,,,,
1,2021-05-10 05:58:15,,,,,,,,,,,,,5,,,,,,,,,,
0,2021-05-10 05:57:08,,,,,,,,,,,,,6,6,6,,,,,,,,
5,2021-05-10 05:53:54,,,,,,,,,,,,1,1,1,1,,1,,,,,,
6,2021-05-10 05:52:30,continuous,1,Yes,No,Yes,B,Female,Over 65,1,D,B,1,1,4,1,7,5,1,7,5,1,1,1
1,2021-05-10 05:47:15,,,,,,,,,,,,1,1,1,1,1,1,,,,,,
6,2021-05-10 05:43:36,days,0,,,,,,,,,,4,4,4,4,3,3,,,,,,
2,2021-05-10 05:41:52,,,,,,,,,,,,5,5,4,3,6,5,,,,,,
6,2021-05-10 05:39:36,continuous,1,Yes,No,,,,,,,,1,3,3,1,3,3,,,,,,
"",2021-05-10 05:37:19,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-10 05:37:05,,,,,,,,,,,,,1,,1,1,1,,,,,,
"",2021-05-10 05:36:42,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 05:33:48,days,1,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX-pprfd&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=9b4b283e5988be311311795f79813ad9&oe=60BE8049,Yes,Yes,A,Male,Over 65,1,D,B,1,4,3,1,1,5,1,1,3,2,1,1
6,2021-05-10 05:31:10,days,0,,,,,,,,,,6,4,6,6,4,6,,,,,,
5,2021-05-10 05:28:38,,,,,,,,,,,,1,4,,1,7,1,,,,,,
5,2021-05-10 05:26:40,,,,,,,,,,,,5,,1,4,4,3,,,,,,
0,2021-05-10 05:22:23,days,1,Yes,No,No,B,,,,,,5,1,2,4,5,1,,,,,,
6,2021-05-10 05:20:54,continuous,1,Yes,Yes,No,A,Male,Over 65,1,D,C,1,1,5,3,5,2,1,4,2,1,2,3
"",2021-05-10 05:19:39,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 05:08:13,,,,,,,,,,,,3,1,5,2,,3,,,,,,
6,2021-05-10 05:04:51,continuous,0,,,,,,,,,,2,4,1,4,1,1,,,,,,
3,2021-05-10 05:04:14,,,,,,,,,,,,,,7,1,,3,,,,,,
0,2021-05-10 05:04:00,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 05:02:18,,,,,,,,,,,,,5,5,3,1,1,,,,,,
0,2021-05-10 04:59:10,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 04:53:30,days,1,,,,,,,,,,2,6,6,1,6,2,,,,,,
"",2021-05-10 04:52:51,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 04:49:35,continuous,1,Yes,Yes,Yes,A,,,,,,1,1,1,1,2,1,1,1,,1,1,1
0,2021-05-10 04:48:25,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 04:46:02,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 04:45:30,days,1,,,,,,,,,,1,4,1,1,7,3,,,,,,
5,2021-05-10 04:45:25,,,,,,,,,,,,2,,1,5,1,4,,,,,,
"",2021-05-10 04:40:35,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-10 04:36:54,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 04:33:27,days,1,,,,,,,,,,1,1,7,7,1,1,,,,,,
6,2021-05-10 04:28:47,continuous,0,,,,A,Female,Over 65,1,D,B,1,5,4,3,5,6,1,2,1,1,1,1
2,2021-05-10 04:21:52,,,,,,,,,,,,,1,https://scontent.xx.fbcdn.net/v/t1.15752-9/183936039_966693277410955_4350858019567224135_n.png?_nc_cat=108&ccb=1-3&_nc_sid=58c789&_nc_ohc=vZr_gfEnVaYAX_PnpCS&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=a18e83465c2b2089939860e7cd391ae5&oe=60BFE367,,1,,,,,,,
1,2021-05-10 04:21:20,,,,,,,,,,,,1,,,,,,,,,,,
6,2021-05-10 04:21:09,days,0,,,,,,,,,,1,5,5,1,5,5,,,,,,
6,2021-05-10 04:19:10,continuous,1,Yes,No,,D,,,,,,1,5,3,5,1,2,,,,,,
6,2021-05-10 04:18:35,days,1,,,,,,,,,,2,2,4,5,5,5,,,,,,
3,2021-05-10 04:14:45,,,,,,,,,,,,7,,7,7,,,,,,,,
5,2021-05-10 04:14:16,,,,,,,,,,,,1,2,1,,1,3,,,,,,
"",2021-05-10 04:13:48,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 04:11:56,days,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-10 04:08:20,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 04:08:08,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-10 04:06:55,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-10 04:06:19,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 04:05:19,continuous,1,Yes,No,,,,,,,,4,5,2,1,1,1,,,,,,
6,2021-05-10 04:04:41,days,1,Yes,Yes,,A,,,,,,4,4,4,6,6,4,,,,,,
1,2021-05-10 04:01:49,days,0,,,,,,,,,,4,1,3,7,1,4,,,,,3,
3,2021-05-10 03:59:25,,,,,,,,,,,,,6,,6,,6,,,,,,
"",2021-05-10 03:50:24,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 03:45:43,days,0,,,,,,,,,,1,4,1,4,4,4,,,,,,
6,2021-05-10 03:45:03,days,1,Yes,Yes,Yes,C,Female,Over 65,1,C,B,1,4,4,6,6,4,7,7,7,5,1,7
5,2021-05-10 03:40:51,,,,,,,,,,,,1,5,,1,4,1,,,,,,
6,2021-05-10 03:40:04,continuous,1,No,No,,https://l.facebook.com/l.php?u=https%3A%2F%2Famericasbestpics.com%2Fpicture%2FXcwOIhga8%3Fs%3Dfm&h=AT2Ah4r1SVKSaSyXgvDiDQo3YVrZkx5wAmkqPB4cW-h88oc5CVpCTchF_bdcowAl_YGnIOKOS73H2ctPHACjLqHLRInmiMvaL2NOAlRMRRS815EESV5DzaUpHuDdbFVVXyqviyfJUDtQCfc&s=1,,,,,,1,1,7,7,1,7,,,,,,
6,2021-05-10 03:38:42,days,1,,,,,,,,,,4,7,7,4,7,5,,,,,,
5,2021-05-10 03:35:27,,,,,,,,,,,,1,,5,2,1,2,,,,,,
"",2021-05-10 03:35:23,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-10 03:35:03,,,,,,,,,,,,5,,5,,,,,,,,,
0,2021-05-10 03:34:54,,,,,,,,,,,,7,,7,4,1,4,,,,,,
6,2021-05-10 03:34:54,days,0,,,,,,,,,,1,1,1,1,2,1,,,,,,
2,2021-05-10 03:34:37,,,,,,,,,,,,,,1,,"I FIND ""FACTS"" BEFORE I POST ANYTHING",1,,,,,,
3,2021-05-10 03:34:28,,,,,,,,,,,,7,,,5,,7,,,,,,
2,2021-05-10 03:33:56,,,,,,,,,,,,,,,7,,5,,,,,,
6,2021-05-10 03:32:41,days,1,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX8jv0_i&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=72e928e1fe1a2b5e06e11138da85ae45&oe=60BE8049,Yes,Yes,A,Male,Over 65,1,B,A,1,3,2,1,6,1,1,6,3,3,1,1
6,2021-05-10 03:31:43,days,1,,,,,,,,,,4,4,3,4,3,4,,,,,,
1,2021-05-10 03:31:40,,,,,,,,,,,,,1,1,1,4,1,,,,,,
0,2021-05-10 03:30:30,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 03:25:44,days,1,https://scontent.xx.fbcdn.net/v/t39.1997-6/p100x100/851582_369239386556143_1497813874_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=PloYEyfiVeAAX9ej9zx&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=c9f5a37158b2988a15d4dfe0f75f9ee8&oe=60BBA233,,No,,,,,,,1,6,6,6,1,4,,,,,,
"",2021-05-10 03:25:42,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 03:24:47,continuous,0,,,,,,,,,,6,6,6,6,6,1,,,,,,
0,2021-05-10 03:22:46,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 03:21:52,continuous,1,Yes,,,,,,,,,7,7,4,7,1,6,,,,,,
5,2021-05-10 03:21:31,,,,,,,,,,,,5,7,7,,6,6,,,,,,
0,2021-05-10 03:18:16,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 03:17:56,days,1,Yes,Yes,Yes,B,,,,,,7,4,7,7,7,7,,,,,,
5,2021-05-10 03:17:33,,,,,,,,,,,,7,5,6,7,7,,,,,,,
6,2021-05-10 03:16:05,days,0,,,,,,,,,,1,2,1,1,1,1,,,,,,
6,2021-05-10 03:15:52,continuous,1,,,,,,,,,,,1,1,1,6,5,,,,,,
6,2021-05-10 03:15:46,continuous,0,,,,A,Male,45-65,1,C,D,1,1,1,1,4,1,1,1,1,1,1,1
"",2021-05-10 03:15:38,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 03:15:23,days,0,,,,,,,,,,1,5,5,1,7,1,,,,,,
6,2021-05-10 03:14:14,days,1,,,,,,,,,,1,3,1,1,4,2,,,,,,
3,2021-05-10 03:13:46,,,,,,,,,,,,,7,7,,,7,,,,,,
"",2021-05-10 03:13:43,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 03:12:59,days,1,,,,,,,,,,6,6,1,6,3,2,,,,,,
4,2021-05-10 03:12:26,,,,,,,,,,,,,6,7,1,,4,,,,,,
6,2021-05-10 03:10:41,days,0,,,,,,,,,,2,3,3,1,3,2,,,,,,
5,2021-05-10 03:05:30,,,,,,,,,,,,1,6,5,4,4,,,,,,,
0,2021-05-10 03:05:28,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 03:04:18,,,,,,,,,,,,1,5,1,,5,2,,,,,,
2,2021-05-10 03:03:07,,,,,,,,,,,,1,2,1,7,1,3,,,,,,
"",2021-05-10 03:02:37,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 03:02:10,,,,,,,,,,,,1,,1,1,1,1,,,,,,
2,2021-05-10 03:00:55,,,,,,,,,,,,3,2,,,,,,,,,,
6,2021-05-10 02:59:43,days,1,,,,,,,,,,7,7,5,7,6,6,,,,,,
5,2021-05-10 02:58:41,,,,,,,,,,,,5,5,5,2,,1,,,,,,
6,2021-05-10 02:58:06,days,0,,,,,,,,,,2,5,3,1,5,1,,,,,,
5,2021-05-10 02:57:27,continuous,1,No,No,No,B,,,,,,1,1,1,1,1,1,1,,1,1,1,1
6,2021-05-10 02:54:46,continuous,1,Yes,Yes,Yes,A,Male,45-65,1,C,D,1,3,3,1,4,1,1,4,1,1,1,4
2,2021-05-10 02:54:34,,,,,,,,,,,,,5,6,,,,,,,,,
0,2021-05-10 02:53:06,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 02:52:52,,,,,,,,,,,,1,1,1,,5,1,,,,,,
3,2021-05-10 02:51:59,,,,,,,,,,,,7,1,Not willing.,,5,,,,,,,
6,2021-05-10 02:50:29,days,0,,,,,,,,,,3,7,7,7,7,7,,,,,,
0,2021-05-10 02:47:14,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 02:44:56,,,,,,,,,,,,5,6,3,,6,6,,,,,,
5,2021-05-10 02:44:44,,,,,,,,,,,,1,6,,3,6,1,,,,,,
5,2021-05-10 02:42:49,,,,,,,,,,,,1,5,3,1,,3,,,,,,
1,2021-05-10 02:42:46,,,,,,,,,,,,,5,,,,,,,,,,
5,2021-05-10 02:39:58,,,,,,,,,,,,7,6,6,5,,1,,,,,,
6,2021-05-10 02:39:30,days,0,,,,,,,,,,1,3,4,1,7,5,,,,,,
6,2021-05-10 02:38:59,days,0,,,,,,,,,,4,4,6,1,5,4,,,,,,
6,2021-05-10 02:37:53,continuous,0,,,,,,,,,,1,1,1,1,1,1,,,,,,
0,2021-05-10 02:36:27,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 02:35:56,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
2,2021-05-10 02:34:27,,,,,,,,,,,,,7,,7,,,,,,,,
6,2021-05-10 02:33:13,days,1,,,,,,,,,,1,1,1,1,1,1,,,,,,
5,2021-05-10 02:32:37,,,,,,,,,,,,7,7,7,7,,7,,,,,,
0,2021-05-10 02:31:46,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 02:31:25,days,0,,,,,,,,,,4,1,4,7,1,1,,,,,,
"",2021-05-10 02:31:17,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-10 02:30:47,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-10 02:27:31,continuous,1,Yes,Yes,Yes,A,,,,,,4,5,3,5,5,4,6,,,,,
4,2021-05-10 02:26:15,days,0,,,,A,,,,,,7,7,1,1,1,7,2,,7,6,1,
6,2021-05-10 02:24:45,days,1,,,,,,,,,,1,4,5,3,1,6,,,,,,
2,2021-05-10 02:23:25,continuous,1,Yes,Yes,Yes,A,,,,,,7,7,1,4,5,7,7,7,,,,
6,2021-05-10 02:22:01,continuous,1,Yes,No,Yes,A,Male,18-29,1,C,E,1,5,5,1,6,1,1,2,5,1,1,1
6,2021-05-10 02:19:37,continuous,1,No,,,,,,,,,1,1,1,1,1,1,,,,,,
"",2021-05-10 02:18:37,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 02:17:17,continuous,1,Yes,No,,,,,,,,3,2,4,4,1,2,,,,,,
5,2021-05-10 02:16:03,,,,,,,,,,,,1,,7,7,1,2,,,,,,
5,2021-05-10 02:15:27,continuous,1,Yes,Yes,Yes,C,,,,,,3,5,5,6,6,6,6,2,6,4,2,
6,2021-05-10 02:15:10,days,1,,,,,,,,,,1,2,2,1,4,3,,,,,,
5,2021-05-10 02:13:08,,,,,,,,,,,,,1,7,7,1,,,,,,,
0,2021-05-10 02:11:13,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 02:10:11,,,,,,,,,,,,,,,,,,,,,,,
1,2021-05-10 02:09:41,,,,,,,,,,,,,,,4,,,,,,,,
6,2021-05-10 02:08:50,days,1,,,,,,,,,,7,7,7,7,7,7,,,,,,
1,2021-05-10 02:07:57,days,1,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX_dViWs&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=d646c07aaecf3822a9f6d19bb9d255ef&oe=60BE8049,Yes,Yes,A,,,,,,1,1,3,1,4,1,,,,2,,
0,2021-05-10 02:07:29,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 02:07:17,days,1,Yes,STOP!!!!,No,,,,,,,3,4,4,5,7,3,,,,,,
6,2021-05-10 02:06:59,days,1,,,,,,,,,,5,4,7,1,7,5,,,,,,
0,2021-05-10 02:05:30,,,,,,,,,,,,,,,,,I need more info before I can decide.,,,,,,
0,2021-05-10 02:04:44,continuous,1,Yes,Yes,Yes,B,Female,Over 65,1,D,B,4,3,6,2,5,2,1,5,2,1,1,5
"",2021-05-10 01:59:05,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 01:58:17,days,0,,,,,,,,,,1,1,1,3,1,3,,,,,,
6,2021-05-10 01:57:02,days,0,,,,,,,,,,5,2,2,1,6,3,,,,,,
2,2021-05-10 01:55:56,,,,,,,,,,,,7,,Fuck off,,,7,,,,,,
0,2021-05-10 01:55:19,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 01:54:42,,,,,,,,,,,,4,4,6,4,4,,,,,,,
1,2021-05-10 01:53:33,,,,,,,,,,,,5,6,,5,,2,,,,,,
0,2021-05-10 01:53:28,days,1,,,,,,,,,,3,4,2,5,5,3,,,,,,
0,2021-05-10 01:52:11,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 01:51:00,,,,,,,,,,,,1,,5,1,3,4,,,,,,
"",2021-05-10 01:50:58,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 01:50:41,continuous,0,,,,A,,,,,,3,7,7,7,7,7,,,,,,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX8E5GAV&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=178ca3edd797c41b748bb80716ba6732&oe=60BE8049
6,2021-05-10 01:50:35,continuous,1,No,,,,,,,,,1,4,4,4,1,4,,,,,,
4,2021-05-10 01:50:23,,,,,,,,,,,,4,,5,7,7,,,,,,,
6,2021-05-10 01:50:04,days,1,,,,,,,,,,5,6,5,6,4,5,,,,,,
6,2021-05-10 01:48:49,continuous,0,,,,B,Female,45-65,1,C,A,1,7,4,7,1,6,1,5,6,6,3,4
6,2021-05-10 01:48:45,continuous,1,Yes,Sbe is a real doctor. I researched her and the others that spoke that day.,,Stop....this is stupid.  I am done with you and this crap.,,,,,,1,6,1,6,2,5,,,,,,
"",2021-05-10 01:48:28,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 01:47:13,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 01:46:33,continuous,1,Yes,Yes,Yes,A,Male,45-65,1,B,B,2,5,6,4,5,5,1,1,1,1,1,2
6,2021-05-10 01:45:55,days,1,OK,Yes,Yes,A,Female,45-65,1,C,C,4,2,5,1,5,1,3,2,3,1,1,4
6,2021-05-10 01:43:46,days,0,,,,,,,,,,1,1,4,4,4,4,,,,,,
0,2021-05-10 01:41:33,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 01:40:53,,,,,,,,,,,,1,1,1,,1,1,,,,,,
0,2021-05-10 01:37:12,,,,,,,,,,,,,,,,,,,,,,,
4,2021-05-10 01:35:47,continuous,0,,,,C,,,,,,7,7,7,7,7,6,7,7,7,,7,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&ccb=1-3&_nc_sid=ac3552&_nc_ohc=vrct4UXrHO0AX-lpdZD&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&tp=30&oh=69ae2a3fe1742f618670e403a785fbd9&oe=60BE8049
0,2021-05-10 01:34:16,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-10 01:32:15,,,,,,,,,,,,,,,,,,,,,,,
"",2021-05-10 01:32:13,,,,,,,,,,,,,,,,,,,,,,,
6,2021-05-10 01:32:00,continuous,1,Yes,Probably,,,,,,,,1,5,3,2,2,1,,,,,,
"",2021-05-10 01:31:43,,,,,,,,,,,,,,,,,,,,,,,
5,2021-05-10 01:31:06,,,,,,,,,,,,1,5,5,,7,6,,,,,,
6,2021-05-10 01:30:11,days,1,,,,,,,,,,1,1,4,6,1,2,,,,,,
1,2021-05-10 01:27:35,continuous,1,Yes,Yes,Yes,D,,,,,,1,7,1,7,6,6,6,,,,,
0,2021-05-10 01:27:27,,,,,,,,,,,,,,,,,,,,,,,
2,2021-05-10 01:26:45,,,,,,,,,,,,6,5,1,7,4,5,,,,,,
6,2021-05-10 01:26:36,days,1,Yes,Yes,Yes,B,Female,45-65,1,B,B,5,5,4,6,1,3,1,1,4,2,3,1
1,2021-05-10 01:26:36,,,,,,,,,,,,4,,,,,,,,,,,
"",2021-05-10 01:26:24,,,,,,,,,,,,,,,,,,,,,,,
0,2021-05-10 01:24:50,,,,,,,,,,,,,6,3,7,1,1,,,,,,
1,2021-05-10 01:24:36,,,,,,,,,,,,5,7,3,7,1,1,,,,,,
